ISBN	Title	Author	Rating	R Count	Score
9781452457109	Unmasked	Ars Technica	2.0	1	1.82
9780571246076	The Damned Utd	David Peace	4.09	2923	1.92
9780307263742	Tokyo Year Zero	David Peace	3.22	915	1.97
9780571232024	Occupied City	David Peace	3.22	265	2.03
9781844545636	Amy Winehouse: The Biography	Chas Newkey-Burden	3.23	167	2.3
9780199538454	Louise de la Valliere	Alexandre Dumas	3.85	1884	2.82
9780679642985	The Knight of Maison-Rouge	Alexandre Dumas; Julie Rose	3.85	840	2.57
9781593081515	The Count of Monte Cristo (Abridged B&N)	Alexandre Dumas	4.14	428540	2.9
9780679641407	The Three Musketeers	Alexandre Dumas	4.03	145003	3.34
9780199537266	Twenty Years After	Alexandre Dumas	3.95	10605	3.01
9780217399869	The Three Musketeers	Alexandre Dumas	4.03	144988	3.1
9781441233943	Love on the Line	Deeanne Gist	4.0	3130	2.42
9780061561313	The Little Prisoner: A Memoir	Jane Elliott; Andrew Crofts	3.96	1922	1.61
9781401323257	The last lecture	Randy Pausch; Jeffrey Zaslow	4.22	163620	1.77
9780375413513	Ava's Man	Rick Bragg	4.18	3228	2.02
9780307762917	All Over but the Shoutin'	Rick Bragg	4.06	14950	2.29
9781400040407	The prince of Frogtown	Rick Bragg	4.01	1591	2.24
9780688054397	The Marvelous Land of Oz	Lyman Frank Baum	3.81	9084	1.61
9780451530295	The Wonderful Wizard of Oz	Lyman Frank Baum	3.95	171586	1.91
9780486401829	The Sea Fairies	Lyman Frank Baum	3.72	454	1.58
9780762427963	The Life and Adventures of Santa Claus	Lyman Frank Baum	3.9	1218	1.6
9780688066321	Ozma of Oz	Lyman Frank Baum	3.96	12369	1.45
9780688115586	The Emerald City of Oz	Lyman Frank Baum	3.87	5538	1.67
9780688099978	The road to Oz	Lyman Frank Baum	3.8	6124	1.55
9780688098261	Dorothy and the Wizard in Oz	Lyman Frank Baum	3.75	5911	1.52
0061859362	Fire Season: Field Notes from a Wilderness Lookout	Philip Connors	3.87	1119	2.72
9780143113478	Girls of Riyadh	Raja Abd Allah Sani; Marilyn Booth; Rajaa Alsanea	3.12	10063	2.1
9780061235016	Nuts in the Kitchen: More Than 100 Recipes for Every Taste and Occasion	Susan Herrmann Loomis	3.89	9	2.24
9781440685019	The Portrait	Iain M. Pears; Iain Pears	3.41	980	2.28
9780345498663	Elric in the Dream Realms	Michael Moorcock	4.09	86	2.4
9780915822386	Vanishing Tower	Michael Moorcock	3.96	5489	1.83
9780345498632	Elric to Rescue Tanelorn	Michael Moorcock	4.09	246	2.54
9780345498670	Elric Swords and Roses	Michael Moorcock; Tad Williams	4.13	77	2.67
9781604865134	Modem Times 2.0	Michael Moorcock	3.32	38	2.1
9780425103296	Sailor on the Seas of Fate	Michael Moorcock	3.94	5324	1.82
9780345498625	Elric: The Stealer of Souls	Michael Moorcock	3.86	1679	2.68
9781857980455	Stormbringer	Michael Moorcock	4.13	5530	2.08
9780345498632	Elric: To Rescue Tanelorn	Michael Moorcock; Michael Wm. Kaluta	4.09	246	1.75
9780441048854	The Bane of the Black Sword	Michael Moorcock	4.02	4187	1.99
9780345498656	Duke Elric	Michael Moorcock	4.19	114	2.35
9780441888054	The Weird of the White Wolf	Michael Moorcock	3.98	5444	2.01
9780345498649	Elric: The Sleeping Sorceress	Michael Moorcock; Steve Ellis	4.05	285	2.22
9780349121413	Darwin's Island: The Galapagos in the Garden of England	Steve Jones	3.74	81	2.93
9781408801000	The Spy Game	Georgina Harding	3.14	161	1.91
9780142437766	In the Land of Time, and Other Fantasy Tales	Baron Edward John Moreton Drax Plunkett Dunsany; S. T. Joshi	4.08	260	2.66
9780809095216	Dogs and Demons: Tales From the Dark Side of Japan	Kerr	3.76	538	2.92
9780007215119	Tommy Cooper: Always Leave Them Laughing	John Fisher	3.48	54	3.18
9780307434265	The High-Protein Cookbook	Linda West Eckhardt	3.23	13	2.09
9780547223247	Adventures of a Cat-Whiskered Girl	Daniel Pinkwater	3.74	215	1.58
9781439191736	Highborn	Yvonne Navarro	3.61	542	2.06
9781607740025	The French Menu Cookbook: The Food and Wine of France--Season by Delicious Season--In Beautifully Composed Menus for American Dining and Entertaining by an American Living in Paris...	Richard Olney; Paul Bertolli	4.38	8	2.87
9780316017909	Crimes of Paris: A True Story of Murder, Theft, and Detection	Dorothy Hoobler; Thomas Hoobler	3.52	267	2.72
9781416590972	Mercy Kill: A Mystery	Lori Armstrong	4.07	424	2.42
037541486X	The Looming Tower	Lawrence Wright	4.35	8666	2.95
9781409946717	She	H. Rider Haggard	3.6	5254	2.55
9781593082758	King Solomon's Mines (B&N)	H. Rider Haggard; Benjamin Ivry	3.77	23396	2.55
9781438271347	The Star of Morcyth: Book Five of the Morcyth Saga	Brian S. Pratt	4.2	514	2.13
9780595421862	The Mists of Sorrow: Book Seven of the Morcyth Saga	Brian S. Pratt	4.2	465	2.22
9780595413317	Shades of the Past: Book Six of the Morcyth Saga	Brian S. Pratt	4.2	542	2.15
9781901680478	A Clockwork Orange	Anthony Burgess	4.16	1969	2.03
9780385520621	The Great Derangement	Matt Taibbi	3.92	2124	2.62
9781410429995	Frostbite	Richelle Mead	4.34	175576	1.81
0758232004	Succubus Shadows	Richelle Mead	4.21	14481	2.03
014132855X	Shadow Kiss	Richelle Mead	4.43	170561	1.81
9780606145657	Blood Promise	Richelle Mead	4.39	167154	1.96
9780821780787	Succubus on Top	Richelle Mead	4.1	19578	2.33
9781420111798	Iron Crowned	Richelle Mead	4.07	10998	1.94
9781420124606	Dark Swan Bundle	Richelle Mead	4.35	1083	2.73
9780718155186	The left hand of God	Paul Hoffman	3.68	7722	2.3
9780547553108	Tiger Trap	David Wise	3.34	145	2.25
9781933110745	Dark Dreamer: A Dark Vista Romance	Jennifer Fulton	3.44	108	2.16
9780375864575	Young Fredle	Louise Yates; Cynthia Voigt	3.55	571	1.4
9780545284103	Abandon	Meg Cabot	3.73	24204	1.81
9780307263674	In the Heart of the Canyon	Elisabeth Hyde	3.69	1097	2.18
9780373836499	That's Amore!	Janelle Denison; Tori Carrington; Leslie Kelly	3.87	62	1.93
9780394815008	The Phantom Tollbooth	Norton Juster	4.21	128972	1.73
9780307765697	The Secret History	Donna Tartt	4.05	86288	2.97
9780307717726	Operation Family Secrets	Frank C. Craighead Jr; Keith Zimmerman; Kent Zimmerman; Paul Pompian	3.46	431	2.29
9780062035899	Year's Best SF 16	David G. Hartwell; Kathryn Cramer	3.4	106	2.88
9780061757761	Year's Best SF 10	David G. Hartwell	3.68	75	2.87
9780061721755	Year's Best SF 15	David G. Hartwell; Kathryn Cramer	3.57	109	2.86
9780375751110	The Lady & Sons Savannah Country Cookbook	Paula H. Deen	3.95	6749	1.78
9780670074082	Fortune Cookie	Bryce Courtenay	3.64	452	2.98
9780373793273	The Man Tamer	Myers, Cindi	3.54	37	1.82
9780373792191	Rock my world	Cindi Myers	3.61	70	1.81
9780345501165	Pandemonium	Daryl Gregory	3.81	1330	2.23
9780345501172	The Devil's Alphabet	Daryl Gregory	3.51	686	2.17
9780199291151	The Selfish Gene	Richard Dawkins	4.12	50678	2.82
0618485392	A Devil's Chaplain: Selected Writings	Richard Dawkins	3.96	4012	3.3
9780618918249	The God Delusion	Richard Dawkins	3.89	105675	3.42
9780618056736	Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder	Richard Dawkins	4.03	4901	3.24
9781416594789	The Greatest Show on Earth	Richard Dawkins	4.17	24087	3.6
9780786020454	Closer Than Blood	Gregg Olsen	3.52	455	2.32
9780307238399	Starvation Heights	Gregg Olsen	3.63	1389	2.57
9780786020447	Victim Six	Gregg Olsen	3.64	666	2.4
9781593082000	The Call of the Wild and White Fang	Jack London	4.04	44398	2.81
9781450530187	Martin Eden	Jack London	4.31	7135	3.03
9781594484698	It Feels So Good When I Stop	Joe Pernice	3.25	268	2.27
9780373210183	The Iron Queen	Julie Kagawa	4.27	56465	1.95
9780373210084	The Iron King	Julie Kagawa	3.95	102578	2.04
9781926645353	Coincidence	Alan May	3.33	6	2.17
9781429995658	The Guardian	Sherrilyn Kenyon	4.33	9976	1.85
9781439191118	Deadly Promises	Sherrilyn Kenyon; Dianna Love; Cindy Gerard; Laura Griffin	4.02	1587	2.12
9780446573252	Born of Shadows	Sherrilyn Kenyon	4.34	6906	2.14
9780312546564	No Mercy	Sherrilyn Kenyon	4.26	14729	2.05
9781429987608	Retribution	Sherrilyn Kenyon	4.09	12328	2.01
9780312369491	Bad Moon Rising: A Dark-Hunter Novel	Sherrilyn Kenyon	4.27	17043	2.11
0312949413	Acheron	Sherrilyn Kenyon	4.6	33475	2.45
9780340989258	Blood Ties	Gabriella Poole	3.73	1504	1.86
9780340989265	Divided Souls	Gabriella Poole	3.72	1111	1.92
9780340989241	Secret Lives	Gabriella Poole	3.55	2471	1.95
9780743475938	Balance of Nature	Heather Jarman	3.53	19	1.93
9781416533085	What's Past: 10 Is Better Than 01 (Book 5)	Heather Jarman	3.31	16	1.77
9780552154338	The Grey Man	Andy McNab	3.57	245	1.05
9780307560711	Too Many Dogs	Lori Haskins	3.5	46	0.86
0060588489	Ain&rsquo;t She Sweet?	Susan Elizabeth Phillips	4.0	11720	0.0
9780061914171	Crush It!: Why NOW Is the Time to Cash In on Your Passion	Gary Vaynerchuk	3.8	8029	1.7
9780765317278	Spellwright	Blake Charlton	3.61	2485	2.39
9780061935145	Teeth: Vampire Tales	Ellen Datlow; Terri Windling	3.53	1257	2.35
9781597801706	Tails of Wonder and Imagination	Ellen Datlow	3.4	141	3.13
9781101571064	The Conservationist	Nadine Gordimer	3.38	1110	2.61
9781906821654	The Golden Acorn	Catherine Cooper	3.49	1267	1.53
0688124089	Shadow of a Dark Queen	Raymond E. Feist	3.95	14031	2.24
0586203222	The King's Buccaneer	Raymond E. Feist	3.94	12153	2.26
0380803232	Krondor: The Assassins	Raymond E. Feist	3.76	6570	1.95
0060792825	Into a Dark Realm	Raymond E. Feist	3.93	5638	2.08
0002246872	Exile's Return	Raymond E. Feist	3.95	7612	1.97
0006497012	Rise of a Merchant Prince	Raymond E. Feist	3.96	14030	2.07
0006483887	Honoured Enemy	Raymond E. Feist; William Forstchen	3.85	3688	2.01
0006483348	Krondor: The Betrayal	Raymond E. Feist	3.71	7345	2.03
0586074813	Daughter of the Empire	Raymond E. Feist; Janny Wurts	4.19	15752	2.69
0553263285	A Darkness at Sethanon	Raymond E. Feist	4.14	33419	2.37
0060792795	Flight of the Nighthawks	Raymond E. Feist	3.88	6107	2.04
0060792914	Murder in LaMut	Raymond E. Feist; Joel Rosenberg	3.61	3242	2.2
9780007264766	A Kingdom Besieged	Raymond E. Feist	3.93	4739	2.21
0380720884	Rage of a Demon King	Raymond E. Feist	3.95	13284	2.25
9780061468377	At the Gates of Darkness	Raymond E. Feist	3.89	3595	1.96
0002247224	Jimmy the Hand	Raymond E. Feist; Steve Stirling	3.88	3628	2.3
0060792981	Wrath of a Mad God	Raymond E. Feist	3.96	5194	2.21
9780061468353	Rides a Dread Legion	Raymond E. Feist	3.86	4114	2.19
0002246821	King Of Foxes	Raymond E. Feist	3.89	7531	2.02
0553588117	Prince of the Blood	Raymond E. Feist	3.84	10632	2.25
0380803240	Talon of the Silver Hawk	Raymond E. Feist	3.95	9123	2.0
0586203796	Mistress of the Empire	Raymond E. Feist; Janny Wurts	4.23	12220	3.26
0553292455	Servant of the Empire	Raymond E. Feist; Janny Wurts	4.24	13622	3.13
0385196210	Magician	Raymond E. Feist	4.31	31699	2.73
0586064176	Silverthorn	Raymond E. Feist	4.01	32286	2.29
0380789833	Shards of a Broken Crown	Raymond E. Feist	3.94	11257	2.19
0380978008	Krondor: Tear of the Gods	Raymond E. Feist	3.76	5854	1.96
9781419938269	Brawn	Dohner, Laurann	4.23	6952	1.63
9780307595164	Minding Frankie	Maeve Binchy	3.73	12726	2.04
9780563538370	Doctor Who: Dark Progeny	Steve Emmerson	3.0	42	2.36
9780563538059	Doctor Who: Casualities of War	Steve Emmerson	3.54	59	2.32
9781101078099	The Mountains of California	John Muir	4.03	453	3.2
9780307700117	The Cat's Table	Michael Ondaatje	3.59	15082	2.13
9780747589921	The English Patient	Michael Ondaatje	3.86	66422	2.31
9789870410188	Divisadero	Michael Ondaatje	3.45	7409	2.24
9780747599555	Coming Through Slaughter	Michael Ondaatje	0	0	1.58
9780375412677	Anil's Ghost	Michael Ondaatje	3.51	9105	2.28
9780307776631	In the Skin of a Lion	Michael Ondaatje	3.88	8495	2.12
9781451610369	God, No!: Signs You May Already Be an Atheist and Other Magical Tales	Penn Jillette	3.61	4881	2.15
9781615722426	Alpha One	Chris Burton	0	0	2.17
9780446697712	I Drink for a Reason	David Cross	3.29	5124	2.57
9780310276432	Exposure	Brandilyn Collins	3.75	762	1.79
9780060519544	Touching darkness	Scott Westerfeld	3.89	13962	1.93
9780060519575	Blue noon	Scott Westerfeld	3.86	12274	1.95
9780156032933	Candyfreak	Steve Almond	3.77	3787	2.54
9780307575661	Mistress	Amanda Quick	3.91	4644	2.15
9780749952228	Quicksilver	Amanda Quick; Jayne Ann Krentz	3.98	4458	1.8
9781409102984	The Bourne Deception	Robert Ludlum; Eric van Lustbader	0	0	2.56
9781409117667	The Paris Option	Robert Ludlum	3.75	2694	2.38
9781409119814	The Icarus Agenda	Robert Ludlum	3.88	16481	2.94
9780553287738	The Bourne ultimatum	Robert Ludlum	3.99	32672	2.92
9780312943585	The Sigma Protocol	Robert Ludlum	3.71	5884	3.08
9780553271461	The Scarlatti inheritance	Robert Ludlum	3.77	7383	2.25
9780446618809	The Bourne Betrayal	Robert Ludlum; Eric van Lustbader	3.61	3745	2.74
9780553569575	The apocalypse watch	Robert Ludlum	3.84	4344	2.92
9780312990695	The Ambler Warning	Robert Ludlum	3.69	6398	3.17
9780553593549	The Bourne Identity	Robert Ludlum	3.9	253403	2.51
9780553263220	The Bourne supremacy	Robert Ludlum	4.05	95422	2.78
9780553579833	The Matarese countdown	Robert Ludlum	3.79	3006	2.76
9781409118633	The Altman Code	Robert Ludlum; Gayle Lynds	3.74	2064	2.34
9780312372200	The Tristan Betrayal	Robert Ludlum	3.75	3812	2.78
9781409117650	The Bourne Sanction	Robert Ludlum; Eric van Lustbader	3.69	3376	2.63
9781409119883	The Cry of the Halidon	Robert Ludlum	3.62	2719	2.53
9781409117728	The Cassandra Compact	Robert Ludlum; Philip Shelby	3.77	3042	2.24
0446564443	The Borne Dominion	Robert Ludlum; Eric van Lustbader	3.78	2049	2.51
9781409119791	The Lazarus Vendetta	Robert Ludlum; Patrick Larkin	3.87	2848	2.35
9780553262568	The Aquitaine Progression	Robert Ludlum	3.83	9608	2.89
9780312945152	The Janson Directive	Robert Ludlum	3.74	4466	3.41
9781409117735	The Hades Factor	Robert Ludlum; Gayle Lynds	3.78	4791	2.33
9780553258998	The Matarese Circle	Robert Ludlum	3.99	22549	2.52
9780375892905	Birdie's Book	Jan Bozarth; Andrea Burden	3.59	158	1.66
9780143038276	The Cold War	John Lewis Gaddis	3.82	1791	2.6
9781101548103	George F. Kennan: An American Life	John Lewis Gaddis	4.09	475	3.56
9780061755491	The Union Square Café Cookbook	Danny Meyer	3.93	43	2.37
9780545053419	The Name of This Book Is Secret	Pseudonymous Bosch; David Pittu	4.03	26289	1.85
9780316113670	If You're Reading This, It's Too Late	Pseudonymous Bosch	4.22	11460	1.94
9781409506317	This Book Is Not Good for You	Pseudonymous Bosch	4.3	10233	1.97
9780425232026	Lake Magic	Kimberly Fisk	3.44	97	1.99
9781590303870	Tao Te Ching	Lao Tzu; Sam Hamill; Kazuaki Tanahashi	4.32	53821	1.95
9780758235046	Raising Jake	Charlie Carillo	3.67	816	2.12
9781606840139	How to Grow Up and Rule the World	Vordak T. Incomprehensible	3.79	446	2.07
1599951355	Priceless Memories	Bob Barker; Digby Diehl	3.56	210	1.86
9780759520981	Kiss My Tiara	Susan Jane Gilman	3.58	1279	2.74
9781402217142	The Herb Garden Gourmet: Grow Herbs, Eat Well, and Be Green	Tim Haas; Jan Beane	3.5	6	2.04
9780679641797	In Search of Lost Time, Volume II: Within a Budding Grove	Marcel Proust	4.39	4098	3.63
9780307755384	In Search of Lost Time, Volume VI: Time Regained	Marcel Proust	4.5	1954	3.75
0679641807	In Search of Lost Time, Volume III: The Guermantes Way	Marcel Proust	4.34	2779	3.63
9780679641780	In Search of Lost Time, Volume I: Swann's Way	Marcel Proust	4.13	18119	3.45
9780679641810	In Search of Lost Time, Volume IV: Sodom and Gomorrah	Marcel Proust	4.37	2200	3.62
9780307755377	In Search of Lost Time, Volume V: The Captive, the Fugitive	Marcel Proust	4.42	1201	3.77
9780679641780	In Search of Lost Time, Volume I	Marcel Proust	4.13	18119	3.46
9780593050316	Aggressor	Andy McNab	3.83	964	2.15
9780593055625	Brute Force	Andy McNab	3.92	552	2.18
9780385608039	Boy soldier	Andy McNab; Robert Rigby	3.83	1143	1.7
9780399246852	Avenger	Andy McNab	3.8	419	1.66
9780142409145	Payback	Andy McNab; Robert Rigby	3.86	548	1.71
9780552156271	Seven Troop	Andy McNab	3.91	466	2.32
9780593065266	War Torn	Andy McNab	3.96	199	2.11
9780552161688	Last Night Another Soldier...	Andy McNab	3.76	124	1.33
9780593055601	Cross Fire	Andy McNab	3.87	665	2.19
9780552152389	Last Light	Andy McNab	3.79	1018	2.27
9780552152396	Liberation day	Andy McNab	3.77	635	2.1
9780593064986	Zero Hour	Andy McNab	3.9	470	2.16
9780385617109	DropZone	Andy McNab	4.04	140	1.61
9780552152365	Crisis Four	Andy McNab	3.84	1213	2.21
9780593050286	Deep Black	Andy McNab	3.88	807	2.13
9780552141277	Bravo two zero	Andy McNab	3.99	5241	2.27
9780552160803	Spoken from the Front	Andy McNab	3.82	93	2.15
9780552163613	Recoil	Andy McNab	3.8	585	2.14
9780552150187	Dark Winter	Andy McNab	3.9	858	2.17
9780399246869	Meltdown	Andy McNab; Robert Rigby	3.94	329	1.67
9780593059531	Exit Wound	Andy McNab	3.85	557	2.15
9780552152372	Firewall	Andy McNab	3.82	1329	2.24
9780552152358	Remote Control	Andy McNab	3.86	1731	2.03
9781595587893	Were You Born on the Wrong Continent?	Thomas Geoghegan	3.39	190	2.34
9781607012351	The Ones That Got Away	Stephen Graham Jones	4.13	133	2.14
9781573446532	The Lazy Gourmet: Magnificent Meals Made Easy	Robin Donovan; Juliana Gallin; Joanne Weir	3.89	28	2.26
9780300148787	The Master and His Emissary: The Divided Brain and the Making of the Western World	Iain McGilchrist	4.31	367	4.29
9780061771538	Death Angel	David Jacobs	3.52	27	2.58
9781440684487	Napoleon	Paul Johnson	3.49	402	2.56
9781101545195	Socrates	Paul Johnson	3.58	242	2.48
9780143117995	Churchill	Paul Johnson	3.76	1567	2.27
0307275132	Empire Falls	Richard Russo	3.87	67350	2.66
9780373019472	The girl in the blue dress	Mary Burchell	3.0	28	1.91
9780062069702	How Lamar's Bad Prank Won a Bubba-Sized Trophy	Crystal Allen	3.77	281	1.69
9780446696340	Bones Would Rain from the Sky: Deepening Our Relationships with Dogs	Suzanne Clothier	4.19	722	2.39
9780385343442	Baking Cakes in Kigali	Gaile Parkin	3.69	2908	1.73
9780865479432	Skippy Dies: A Novel	Paul Murray	3.71	12236	3.45
9783548606767	An Evening of Long Goodbyes	Paul Murray	3.56	700	3.18
9781933836591	Snow Blind	Lori G. Armstrong	4.35	352	2.43
9780345518934	Cool, Calm & Contentious	Merrill Markoe	3.21	812	2.55
9781560763307	The Ring of Winter	James Lowder	3.49	611	2.19
9780786931149	Prince of Lies	James Lowder	3.79	1533	2.49
9781560769118	Realms of Infamy	James Lowder	3.49	597	2.43
1560765577	Realms of Valor	James Lowder	3.42	925	2.37
9780880389082	Crusade	James Lowder	3.28	415	2.16
9781591842156	The Ultimate Sales Machine	Chet Holmes; Jay Conrad Levinson; Michael Gerber	3.87	2703	1.92
9780099457053	The Liar	Stephen Fry	3.69	7165	2.74
9781592402489	The ode less travelled: unlocking the poet within	Stephen Fry	4.04	1685	3.43
9780141969572	The Fry Chronicles	Stephen Fry	3.9	10412	3.29
9781569472026	Moab Is My Washpot	Stephen Fry	4.04	10235	3.26
9780718154837	Fry: A Memoir	Stephen Fry	3.9	10412	3.29
9780061691218	Beautiful Assassin	Michael C. White	3.78	207	2.39
9780385752145	Trash	Andy Mulligan	3.68	4059	1.26
9780307481528	The Annotated Pride and Prejudice	Jane Austen	4.24	1324119	3.19
9780765355843	Worldbinder	David Farland	3.72	1730	2.24
9780765341082	Sons of the Oak	David Farland	3.7	2007	2.32
9780812570700	Wizardborn	David Farland	3.79	6068	2.48
9781841495637	The Lair of Bones	David Farland	3.84	3449	2.45
9780765316660	The Wyrmling Horde	David Farland	3.73	1322	2.27
9781841495613	Brotherhood of the Wolf	David Farland	3.81	6433	2.68
9780765321688	Chaosbound	David Farland	3.78	773	2.25
9780671022617	The sum of all men	David Farland	3.7	10967	2.66
9780452287464	Salaam, Paris	Kavita Daswani	3.03	402	2.06
9780810984172	Shine	Lauren Myracle	3.86	8266	1.97
9780399156021	Final Voyage: A Story of Arctic Disaster and One Fateful Whaling Season	Peter Nichols	3.26	61	2.74
9780732275921	A Voyage for Madmen	Peter Nichols	4.21	1188	2.64
9780679744399	All the pretty horses	Cormac McCarthy	3.93	48387	2.37
9780679728726	The orchard keeper	Cormac McCarthy	3.58	3752	2.82
9780679728757	Blood meridian, or, The evening redness in the West	Cormac McCarthy	4.2	48556	3.17
9780307762498	Outer Dark	Cormac McCarthy	3.87	6950	2.59
9780330511247	The Crossing	Cormac Mccarthy	4.08	16107	2.8
9780679747192	Cities of the Plain	Cormac Mccarthy	4.04	10417	2.31
9780307265432	The road	Cormac McCarthy	3.94	380869	2.2
9780307762481	Child of God	Cormac McCarthy	3.88	12552	2.15
9780307278364	The Sunset Limited: A Novel in Dramatic Form	Cormac McCarthy	3.95	3594	1.27
9780375406775	No country for old men	Cormac McCarthy	4.09	74287	1.83
9781565923126	High Performance Computing	Charles Severance; Kevin Dowd	4.43	7	2.53
9781101488225	Sanshiro	Natsume Soseki; Haruki Murakami; Jay Rubin	3.81	795	2.14
0143105191	Kusamakura	Natsume Soseki; Meredith Mckinney	3.86	681	2.32
9780143106036	Kokoro	Natsume Soseki	3.96	5670	2.11
9781551995724	Things As They Are?	Guy Vanderhaeghe	3.94	48	2.44
9781551995670	Homesick	Guy Vanderhaeghe	3.72	97	2.5
9781601544391	Truths Unveiled	Kimberly Alan	4.14	7	1.75
9780312982195	Gettin’ Merry	CATHY L. CLAMP; Francis Ray; BEVERLY JENKINS; MONICA JACKSON; GERI GUILLAUME	4.25	161	2.18
9781602821903	Blood Sacraments	Todd Gregory	3.56	18	2.5
9780375896965	City of Lies	Lian Tanner	3.99	816	1.66
9780446178426	The Unlikely Disciple: A Sinner's Semester at America's Holiest University	Kevin Roose	3.98	7824	2.8
9780330441827	Mothers and Sons	Colm Toibin	3.72	884	1.8
9780670918195	The Empty Family	Colm Tóibín	0	0	1.67
9781101060162	The Art of Making Money	Jason Kersten	3.87	606	2.31
9780670022649	Black Milk	Elif Shafak	3.29	1512	2.4
038574059X	Modelland	Tyra Banks	2.96	1669	2.77
9780310399674	Jackson Jones, Book 1: The Tale of a Boy, an Elf, and a Very Stinky Fish	Jenn L. Kelly	3.7	56	1.62
9780312658502	The Tudor Secret	C. W. Gortner	3.67	1415	2.51
9780971357235	Satan Burger	Mellick Carlton	3.6	1060	2.13
9780385525213	The Hidden Brain	Shankar Vedantam	3.86	465	2.41
9780307796127	Star Wars: The Jedi Academy Trilogy II: Dark Apprentice	Kevin J. Anderson	3.58	8432	2.51
9780425165195	Star Wars: Young Jedi Knights 14: Crisis at Crystal Reef	Kevin J. Anderson; Rebecca Moesta	3.43	1025	1.7
9781572972346	Star Wars: Young Jedi Knights 08: Diversity Alliance	Kevin J. Anderson; Rebecca Moesta	3.43	1194	1.78
9780425164167	Star Wars: Young Jedi Knights 13: Trouble on Cloud City	Kevin J. Anderson; Rebecca Moesta	3.45	1052	1.78
9780316021753	Metal Swarm	Kevin J. Anderson	3.91	1986	2.66
9780425169506	Star Wars: Young Jedi Knights 05: Darkest Knight	Kevin J. Anderson; Rebecca Moesta	3.51	1521	1.85
9780425173138	Star Wars: Young Jedi Knights 10: Jedi Bounty	Kevin J. Anderson	3.49	1143	1.82
9781572970250	Star Wars: Young Jedi Knights 02: Shadow Academy	Kevin J. Anderson; Rebecca Moesta	3.52	2120	1.8
9780765357762	Ill Wind	Kevin J. Anderson; Doug Beason	3.54	397	2.68
9780061340758	The Last Days of Krypton	Kevin J. Anderson	3.71	1087	2.48
9780553564686	Star Wars: Tales From the Mos Eisley Cantina	Kevin J. Anderson	3.52	3960	2.75
9781572970915	Star Wars: Young Jedi Knights 04: Lightsabers	Kevin J. Anderson; Rebecca Moesta	3.64	1851	1.91
9780307796264	Star Wars: Tales of the Bounty Hunters	Kevin J. Anderson	3.69	4198	2.53
9781572971639	Star Wars: Young Jedi Knights 06: Jedi Under Siege	Kevin J. Anderson; Rebecca Moesta	3.59	1443	1.7
9780307796134	Champions of the Force	Kevin Anderson	3.64	8260	2.46
9780425163627	Star Wars: Young Jedi Knights 12: Return to Ord Mantell	Kevin J. Anderson; Rebecca Moesta	3.44	1100	1.71
9780316003483	Scattered Suns	Kevin J. Anderson	3.88	2384	2.68
9780553298024	Star Wars: The Jedi Academy Trilogy 03: Champions of the Force	Kevin J. Anderson	3.64	8261	2.46
9780425169520	Star Wars: Young Jedi Knights 07: Shards of Alderaan	Kevin J. Anderson; Rebecca Moesta	3.48	1406	1.67
9780316003452	A Forest of Stars	Kevin J. Anderson	3.87	2839	2.79
9780613051361	Star Wars: Young Jedi Knights 01: Heirs of the Force	Kevin J. Anderson; Rebecca Moesta	3.52	2380	1.78
9781572972728	Star Wars: Young Jedi Knights 09: Delusions of Grandeur	Kevin J. Anderson; Rebecca Moesta	3.47	1169	1.88
9781572970526	Star Wars: Young Jedi Knights 03: The Lost Ones	Kevin J. Anderson; Rebecca Moesta	3.46	1761	1.72
9780307796257	Star Wars: Tales from Jabba's Palace	Kevin J. Anderson	3.6	3873	2.77
9780316021739	Of Fire and Night	Kevin J. Anderson	3.91	2231	2.61
9781572973312	Star Wars: Young Jedi Knights 11: The Emperor's Plague	Kevin J. Anderson; Rebecca Moesta	3.51	1103	1.75
9780307796417	Star Wars: Darksaber	Kevin J. Anderson	3.28	5937	2.65
9780316003476	Horizon Storms	Kevin J. Anderson	3.86	2559	2.71
9780316003445	Hidden Empire	Kevin J. Anderson	3.73	4006	2.79
9780316007580	The Ashes of Worlds	Kevin J. Anderson	3.96	1961	2.6
9780553297980	Star Wars: The Jedi Academy Trilogy 01: Jedi Search	Kevin J. Anderson	3.59	9830	2.54
9780525246800	Fireflies	David Morrell	4.2	128	1.92
9780345428684	Star Wars: The New Jedi Order 13: Enemy Lines 02: Rebel Stand	Aaron Allston	3.69	3900	2.38
9780345428660	Star Wars: The New Jedi Order 12: Enemy Lines 01: Enemy Lines I: Rebel Dream	Aaron Allston	3.69	3766	2.37
9780345477569	Star Wars: Legacy of the Force 07: Fury	Aaron Allston	3.85	3658	2.2
9780553578942	Star Wars: X-Wing 05: Wraith Squadron	Aaron Allston	4.03	5767	2.53
9780553579000	Star Wars: X-Wing 07: Solo Command	Aaron Allston	3.95	4884	2.45
9780345519535	Backlash	Aaron Allston	3.78	3039	2.24
9780345477354	Star Wars: Legacy of the Force 01: Betrayal	Aaron Allston	3.74	4458	2.51
9780345428684	Enemy Lines II: Rebel Stand	Aaron Allston	3.69	3900	2.38
9780345509109	Star Wars: Fate of the Jedi: Conviction	Aaron Allston	3.74	2398	2.42
9780553578973	Star Wars: X-Wing 06: Iron Fist	Aaron Allston	3.95	5074	2.44
